,id,title,release_year,runtime,budget,revenue,vote_average,vote_count,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8
12252,25784,Journey from the Fall,2006,135,1300000,639000,5.0,1,Drama,,,,,,,
12253,22452,The War on Democracy,2007,96,0,0,7.6,12,History,Documentary,War,Foreign,,,,
12254,7350,The Bucket List,2007,97,45000000,175372502,7.0,1138,Drama,Comedy,,,,,,
12255,66110,Fall from Grace,2007,71,7000,0,7.3,4,Documentary,,,,,,,
12257,7979,The Kite Runner,2007,128,20000000,73276047,7.3,405,Drama,,,,,,,
12259,45126,Regular Lovers,2005,183,0,0,7.7,9,Drama,Romance,,,,,,
12260,52473,Allegro,2005,88,1500000,0,7.4,7,Drama,Foreign,Romance,Science Fiction,,,,
12261,12171,The Deaths of Ian Stone,2007,87,0,0,5.2,82,Horror,Thriller,,,,,,
12262,157373,Commune,2005,78,0,0,7.8,4,,,,,,,,
12264,13299,Train Man,2005,105,0,0,6.5,10,Comedy,Romance,,,,,,
12265,13250,Butterfly on a Wheel,2007,95,20000000,0,6.3,131,Crime,Drama,Thriller,,,,,
12267,9867,The Go-Getter,2007,93,0,0,6.5,23,Comedy,,,,,,,
12268,15495,The Hamiltons,2006,86,0,0,4.8,57,Drama,Horror,Thriller,,,,,
12269,53896,Close My Eyes,1991,109,0,135893,6.3,15,Drama,Romance,,,,,,
12270,14148,The Flock,2007,105,0,0,5.7,63,Crime,Drama,Mystery,Thriller,,,,
12271,48737,The Maidens' Conspiracy,2006,122,19600000,0,4.3,4,Adventure,,,,,,,
12272,13198,Wristcutters: A Love Story,2006,88,0,0,6.7,161,Comedy,Drama,Fantasy,Romance,,,,
12273,14804,Vitus,2006,100,0,0,7.2,21,Music,Drama,,,,,,
12274,111744,Joe and Max,2002,109,8000000,0,0.0,1,Drama,TV Movie,,,,,,
12275,36328,Longford,2006,88,0,0,4.1,8,Crime,Drama,,,,,,
12276,23817,The Big Bad Swim,2006,96,0,0,6.1,6,Comedy,Drama,,,,,,
12277,13885,Sweeney Todd: The Demon Barber of Fleet Street,2007,116,50000000,152000000,7.0,1745,Drama,Horror,Music,,,,,
12278,6637,National Treasure: Book of Secrets,2007,124,130000000,457363168,6.1,1782,Action,Adventure,Mystery,Thriller,,,,
12279,12130,I Don't Want to Sleep Alone,2006,115,0,0,8.1,7,Drama,Romance,,,,,,
12280,7345,There Will Be Blood,2007,158,25000000,77208711,7.9,1581,Drama,,,,,,,
12282,6538,Charlie Wilson's War,2007,102,75000000,119000410,6.5,342,Comedy,Drama,History,,,,,
12284,440,Aliens vs Predator: Requiem,2007,94,40000000,41797066,4.9,758,Fantasy,Action,Science Fiction,Thriller,Horror,,,
12285,6575,Walk Hard: The Dewey Cox Story,2007,96,35000000,18317151,6.6,214,Comedy,Music,,,,,,
12286,19213,Pledge This!,2006,91,8300000,0,2.7,34,Comedy,,,,,,,
12287,19103,As You Like It,2006,127,0,0,5.5,13,Comedy,Drama,Romance,,,,,
12288,6076,Rabbit Without Ears,2007,116,0,81303447,6.2,134,Drama,Comedy,Romance,,,,,
12289,9546,Ricochet,1991,109,0,0,5.9,81,Action,Crime,Thriller,,,,,
12290,40860,Drained,2006,112,0,0,6.7,18,Comedy,Foreign,,,,,,
12291,111854,Chicks With Sticks,2005,99,0,0,5.0,2,Comedy,,,,,,,
12292,14047,The Great Debaters,2007,126,15000000,30226144,6.9,153,Drama,,,,,,,
12293,1488,Mongolian Ping Pong,2005,102,0,0,0.0,0,Drama,Comedy,,,,,,
12294,14118,Dedication,2007,95,0,0,6.6,31,Comedy,Drama,Romance,,,,,
12295,54318,The Water Horse,2007,112,40000000,103071443,6.3,293,Fantasy,Adventure,Family,,,,,
12296,69315,Battlestar Galactica: Razor,2007,88,0,0,7.2,126,TV Movie,Science Fiction,Action,Drama,Thriller,,,
12297,45871,The Mission,1999,81,0,0,6.7,24,Action,Adventure,Drama,Science Fiction,,,,
12298,6023,P.S. I Love You,2007,126,30000000,156835339,7.0,1011,Drama,Romance,,,,,,
12299,26990,The Perfect Holiday,2007,96,0,5800000,5.7,10,Comedy,Drama,Romance,Family,,,,
12300,6557,27 Dresses,2008,111,30000000,160259319,6.1,1013,Comedy,Romance,,,,,,
12303,17181,Nanking,2007,88,0,0,7.6,14,Documentary,Drama,History,,,,,
12305,110909,Things I Never Told You,1996,93,0,0,3.3,6,Comedy,Romance,,,,,,
12306,31068,Killing Words,2003,89,0,0,6.5,11,Drama,Thriller,,,,,,
12307,60141,Lavoura Arcaica,2001,163,0,0,7.3,9,Drama,Foreign,,,,,,
12309,49367,Two Sons of Francisco,2005,115,0,0,6.7,43,Drama,History,,,,,,
12311,4787,Cassandra's Dream,2007,108,0,0,6.1,219,Crime,Drama,Thriller,,,,,
12312,21847,10.5: Apocalypse,2006,169,0,0,4.9,33,Drama,Thriller,,,,,,
12313,33358,The Mostly Unfabulous Social Life of Ethan Green,2005,88,0,152810,5.3,11,Comedy,Romance,,,,,,
12314,7508,Taare Zameen Par,2007,165,2600000,28430000,7.7,194,Drama,,,,,,,
12316,10253,Dragon Wars: D-War,2007,90,70000000,53587404,4.0,104,Fantasy,Drama,Horror,Action,Thriller,Science Fiction,,
12317,44434,LOL,2006,81,0,0,6.6,8,Drama,Comedy,Romance,,,,,
12318,5259,The Band's Visit,2007,83,0,0,7.0,40,Comedy,Drama,,,,,,
12319,47841,In Between Days,2007,83,0,0,5.7,7,Drama,Foreign,Romance,,,,,
12320,8329,[REC],2007,78,1500000,30448000,7.1,954,Horror,Mystery,,,,,,
12321,14062,.45,2006,101,5000000,0,5.2,49,Drama,Crime,Thriller,,,,,
12323,49717,God Save the King,2005,94,0,0,6.9,8,Comedy,Drama,Music,Romance,,,,
12324,2312,In the Name of the King: A Dungeon Siege Tale,2007,127,60000000,0,4.1,227,Adventure,Fantasy,Action,Drama,,,,
12325,13195,Flawless,2007,108,20000000,6819587,6.6,142,Crime,Drama,Thriller,,,,,
12326,78705,Live-In Maid,2004,83,0,0,7.8,3,Drama,Foreign,,,,,,
12327,30535,Along the Ridge,2006,108,0,0,7.3,10,Drama,,,,,,,
12328,7191,Cloverfield,2008,85,25000000,170764026,6.4,2297,Action,Thriller,Science Fiction,,,,,
12329,12085,Mad Money,2008,104,0,0,5.9,146,Action,Comedy,Crime,,,,,
12330,24624,The Detonator,2006,91,15000000,0,4.2,30,Action,Thriller,,,,,,
12331,4170,Trade,2007,120,12000000,0,6.8,69,Drama,Thriller,,,,,,
12332,13252,Cleaner,2007,88,25000000,0,5.9,201,Crime,Thriller,Mystery,,,,,
12334,11908,Hatchet,2006,83,0,0,5.7,161,Comedy,Horror,,,,,,
12335,15017,Blonde Ambition,2007,93,10000000,0,3.9,30,Comedy,Romance,,,,,,
12337,8875,Timber Falls,2007,97,2600000,0,5.2,38,Horror,Thriller,,,,,,
12338,37780,The Sensation Of Sight,2006,134,0,0,0.0,0,Drama,Family,,,,,,
12339,18290,Arranged,2007,90,0,0,6.0,13,Drama,Action,Comedy,Thriller,Romance,,,
12340,10247,He Was a Quiet Man,2007,95,0,0,6.5,83,Romance,Comedy,Drama,,,,,
12349,25078,Cat Soup,2001,34,0,0,7.4,27,Fantasy,Animation,Science Fiction,Family,,,,
12350,14069,The Girl Who Leapt Through Time,2006,98,0,3800000,7.8,435,Fantasy,Animation,Drama,Science Fiction,,,,
12351,15053,Sex and Breakfast,2007,81,0,0,4.9,11,Comedy,Drama,Romance,,,,,
12353,6933,One Missed Call,2008,87,20000000,0,4.7,174,Horror,Mystery,Thriller,,,,,
12354,14423,First Sunday,2008,96,0,38804615,5.3,40,Action,Comedy,,,,,,
12355,8090,Untraceable,2008,101,35000000,32483410,5.9,241,Drama,,,,,,,
12356,7555,Rambo,2008,92,50000000,113244290,6.4,1009,Action,Thriller,,,,,,
12357,16988,How She Move,2008,94,0,0,3.0,6,Drama,,,,,,,
12358,7278,Meet the Spartans,2008,84,30000000,84646831,3.8,370,Comedy,,,,,,,
12359,9030,The Eye,2008,98,12000000,56309766,5.5,284,Drama,Horror,Thriller,,,,,
12360,14220,Strange Wilderness,2008,87,0,6575282,4.7,70,Comedy,,,,,,,
12361,13160,Over Her Dead Body,2008,95,10000000,0,5.3,147,Comedy,,,,,,,
12362,27357,Fallen Art,2004,6,0,0,7.6,22,Animation,Comedy,,,,,,
12364,13059,The Signal,2007,103,50000,249905,5.9,85,Action,Thriller,Horror,Science Fiction,,,,
12365,11253,Hellboy II: The Golden Army,2008,120,85000000,160388063,6.5,1555,Adventure,Fantasy,Science Fiction,,,,,
12367,38007,Ira & Abby,2006,104,0,0,5.8,9,Comedy,Romance,,,,,,
12368,8321,In Bruges,2008,107,15000000,34533783,7.4,1414,Comedy,Drama,Crime,,,,,
12371,1479,"Clean, Shaven",1993,79,68000,0,7.0,24,Drama,Crime,,,,,,
12374,62652,Bamako,2006,115,2000000,111000,6.4,9,Drama,,,,,,,
12376,244145,The Bottom of the Sea,2003,0,0,0,6.7,6,,,,,,,,
12377,59474,Cazuza: Time Doesn't Stop,2004,98,0,0,6.9,34,Drama,Music,,,,,,
12378,19275,Future by Design,2006,86,250000,0,7.6,6,Documentary,,,,,,,
12379,7973,Caramel,2007,96,0,0,6.8,53,Drama,Comedy,Romance,,,,,
12380,15020,Poor Boy's Game,2007,104,0,0,5.4,6,Drama,,,,,,,
12381,34981,Operation Homecoming: Writing the Wartime Experience,2007,81,0,0,5.0,1,Documentary,,,,,,,
12382,13054,Rise of the Footsoldier,2007,119,4000000,0,6.8,80,Action,Adventure,Crime,Drama,Thriller,,,
12383,18893,Joe Strummer: The Future Is Unwritten,2007,123,0,0,7.3,20,Music,Documentary,,,,,,
12384,55294,Canvas,2006,101,1500000,0,6.1,5,Drama,,,,,,,
12386,7839,Wedding Daze,2006,90,0,0,5.2,96,Comedy,,,,,,,
12389,13121,Teeth,2007,94,0,0,5.2,213,Comedy,Horror,,,,,,
12392,13315,"Big Bang Love, Juvenile A",2006,85,0,0,6.5,18,Fantasy,Drama,,,,,,
12393,42041,Noriko's Dinner Table,2005,159,0,0,6.8,34,Drama,Foreign,Horror,,,,,
12394,13490,Welcome Home Roscoe Jenkins,2008,114,35000000,43650785,5.7,58,Comedy,Drama,,,,,,
12395,8676,Fool's Gold,2008,112,70000000,111231041,5.4,454,Romance,Comedy,Adventure,,,,,
12397,12855,Blue State,2007,88,0,0,6.2,13,Comedy,Drama,Romance,,,,,
12398,37003,U2 3D,2007,85,15000000,22730842,6.7,10,Music,Documentary,,,,,,
12399,15030,Deep Water,2006,92,0,0,6.7,13,Documentary,Adventure,Drama,Action,,,,
12400,12167,The Art of Negative Thinking,2006,93,0,0,7.0,6,Comedy,Drama,,,,,,
12402,20520,The Motel,2005,75,0,0,7.0,3,Drama,Comedy,,,,,,
12405,8247,Jumper,2008,88,85000000,222231186,5.9,1855,Adventure,Fantasy,Science Fiction,,,,,
12406,7992,It's a Free World...,2007,96,0,0,6.1,23,Drama,,,,,,,
12407,14105,Already Dead,2007,93,0,0,4.4,6,Action,Crime,Drama,Mystery,Thriller,,,
12408,8390,"Definitely, Maybe",2008,112,0,55447968,6.7,638,Comedy,Romance,,,,,,
12411,13641,The Air I Breathe,2007,95,0,0,6.1,115,Drama,Action,Thriller,Crime,,,,
12413,18652,Street Thief,2006,86,0,0,6.3,11,Crime,Drama,Thriller,,,,,
12414,125742,The 10th District Court: Moments of Trial,2004,105,0,0,6.5,2,Documentary,Foreign,,,,,,
12415,7461,Vantage Point,2008,90,40000000,151161491,6.3,731,Drama,Action,Thriller,Crime,,,,
12416,8204,The Spiderwick Chronicles,2008,95,90000000,162839667,6.3,593,Adventure,Family,Fantasy,,,,,
12417,8328,Step Up 2: The Streets,2008,98,23000000,150816700,6.5,658,Music,Drama,Romance,,,,,
12418,14073,Jodhaa Akbar,2008,213,8376800,13000000,7.6,74,Action,Adventure,Drama,History,Romance,,,
12420,12650,Il Mare,2000,105,0,0,7.3,31,Fantasy,Drama,Romance,,,,,
12422,25919,Great World of Sound,2007,106,0,0,6.0,2,Comedy,Drama,Music,,,,,
12423,15365,Witless Protection,2008,97,0,0,3.9,27,Action,Adventure,Comedy,Crime,,,,
12424,12184,The Other Boleyn Girl,2008,115,35000000,0,6.4,498,Drama,,,,,,,
12425,13260,Semi-Pro,2008,91,0,33472850,5.4,255,Comedy,,,,,,,
12426,7942,"Run, Fatboy, Run",2007,100,10000000,33000000,6.2,241,Comedy,Romance,,,,,,
12427,36091,Crying Out Love in the Center of the World,2004,138,0,0,6.9,15,Drama,Romance,,,,,,
12429,38052,Please Vote for Me,2007,58,0,0,7.0,4,Documentary,Foreign,,,,,,
12430,13362,Taxi to the Dark Side,2007,106,1000000,274661,6.6,53,Documentary,,,,,,,
12431,10844,Out of the Blue,2006,103,0,0,5.9,18,Drama,,,,,,,
12432,21043,The Method,2005,115,0,0,6.8,38,Drama,Thriller,,,,,,
12434,11161,Grace is Gone,2007,85,0,0,6.1,32,Drama,,,,,,,
12435,6473,The Marksman,2005,95,0,0,3.9,25,Action,Adventure,Thriller,,,,,
12436,90387,Gran Paradiso,2000,0,0,0,0.0,0,Adventure,,,,,,,
12439,21373,Descent,2007,110,0,0,3.7,16,Drama,Thriller,,,,,,
12440,13493,College Road Trip,2008,83,0,68397662,5.0,91,Comedy,Family,,,,,,
12441,7840,"10,000 BC",2008,109,105000000,266000000,5.1,934,Adventure,Action,Drama,Fantasy,,,,
12442,8848,The Bank Job,2008,112,20000000,64822796,6.6,708,Thriller,Crime,Drama,,,,,
12443,13460,Doomsday,2008,108,30000000,22211426,5.8,374,Action,Thriller,Science Fiction,,,,,
12444,12222,Horton Hears a Who!,2008,88,85000000,297138014,6.3,927,Animation,Comedy,Family,Adventure,Fantasy,,,
12445,8461,Funny Games,2007,112,15000000,7938872,6.3,562,Horror,Thriller,Crime,,,,,
12446,7862,The Counterfeiters,2007,98,0,0,7.3,145,Drama,War,,,,,,
12447,12246,Mongol: The Rise of Genghis Khan,2007,120,18000000,26527510,6.5,165,History,,,,,,,
12448,16666,War Dance,2007,105,0,0,7.3,3,Documentary,Music,War,,,,,
12449,12177,The Love Guru,2008,87,62000000,41819064,4.3,243,Comedy,Romance,,,,,,
12450,15511,VeggieTales: The Pirates Who Don't Do Anything,2008,85,0,0,5.9,25,Adventure,Animation,Comedy,Science Fiction,Family,,,
12451,13025,Diary of the Dead,2007,95,2000000,5364858,5.4,194,Horror,Action,Science Fiction,,,,,
12452,2239,Hallam Foe,2007,95,8000000,60641,6.8,51,Drama,Comedy,Thriller,,,,,
12453,7985,Penelope,2006,103,15000000,0,6.5,409,Fantasy,Comedy,Romance,,,,,
12454,7343,City of Men,2007,106,0,307076,6.6,66,Drama,,,,,,,
12455,28816,Chicago 10,2007,110,0,0,6.6,5,Documentary,,,,,,,
12456,14066,"Romulus, My Father",2007,104,0,0,6.0,13,Drama,,,,,,,
12458,13016,Zeitgeist,2007,118,7000000,0,7.0,173,Documentary,History,,,,,,
12459,10797,Terkel in Trouble,2004,77,0,0,6.8,24,Animation,Comedy,,,,,,
12460,6391,Jellyfish,2007,82,1800000,0,6.4,10,Drama,Comedy,Romance,Foreign,,,,
12461,14011,Justice League: The New Frontier,2008,75,3500000,5231128,6.6,115,Action,Adventure,Animation,Science Fiction,,,,
12462,29004,The District,2004,87,0,0,5.3,5,Animation,Science Fiction,Comedy,,,,,
12463,18586,The Hottest State,2006,117,0,0,5.3,6,Music,Drama,Romance,,,,,
12464,13196,Then She Found Me,2007,100,0,0,5.4,51,Comedy,Drama,Romance,,,,,
12466,14793,Sigur Rós: Heima,2007,97,0,0,8.0,22,Music,,,,,,,
12467,8944,What Just Happened,2008,104,25000000,6673422,5.2,128,Comedy,Drama,,,,,,
12468,15124,A Little Trip to Heaven,2005,98,12000000,0,5.2,21,Drama,Thriller,,,,,,
12470,45757,Saving Sarah Cain,2007,103,2349352,0,5.5,4,Drama,Family,,,,,,
12471,28260,Return of the Living Dead 3,1993,97,2000000,54207,5.9,88,Comedy,Science Fiction,Romance,Horror,,,,
12472,12178,Miss Pettigrew Lives for a Day,2008,92,0,16051363,6.8,100,Drama,Comedy,Romance,,,,,
12473,14054,Snow Angels,2008,106,0,414404,6.3,50,Drama,Romance,,,,,,
12474,8060,Married Life,2007,90,12000000,0,6.1,38,Crime,Drama,Romance,,,,,
12475,22551,Believers,2007,95,0,0,4.5,13,Horror,Thriller,,,,,,
12478,78307,On the Outs,2004,86,0,0,5.9,6,Drama,,,,,,,
12479,12453,Stupid Boy,2004,94,0,0,4.4,9,Comedy,Drama,,,,,,
12480,28205,The Class,2007,99,0,0,7.6,54,Drama,,,,,,,
12481,155,The Dark Knight,2008,152,185000000,1004558444,8.3,12269,Drama,Action,Crime,Thriller,,,,
12485,46883,Quiet City,2007,78,2500,15425,6.6,7,Drama,Romance,,,,,,
12487,79161,51 Birch Street,2006,90,0,0,6.8,6,Documentary,,,,,,,
12488,18070,Black Dawn,2005,96,16000000,0,3.6,21,Action,,,,,,,
12489,14014,The Hammer,2007,88,0,0,6.5,15,Comedy,,,,,,,
12490,8456,Never Back Down,2008,115,20000000,41627431,6.5,511,Drama,Action,,,,,,
12491,22521,Terror's Advocate,2007,135,0,0,6.7,11,Documentary,Foreign,,,,,,
12492,79156,9 Star Hotel,2007,78,0,0,0.0,0,Documentary,Foreign,,,,,,
12494,13688,CJ7,2008,86,0,47301471,6.1,110,Comedy,Drama,Family,Fantasy,Science Fiction,,,
12495,8457,Drillbit Taylor,2008,102,40000000,0,5.5,284,Comedy,,,,,,,
12496,86792,Dead Awake,2001,100,0,0,7.0,3,Thriller,Romance,,,,,,
12497,32579,Under the Same Moon,2008,106,0,23311391,7.0,28,Drama,,,,,,,
12498,11534,Tropical Malady,2005,118,0,0,6.6,26,Drama,Fantasy,Romance,,,,,
12499,18633,Slipstream,2007,96,0,27769,5.5,22,Fantasy,Comedy,Drama,,,,,
12502,13495,Alatriste,2006,145,24000000,23321954,5.6,62,Action,,,,,,,
12504,22060,Spirit Trap,2005,91,4500000,0,4.1,8,Thriller,Horror,,,,,,
12506,7797,Youth Without Youth,2007,125,0,0,6.5,47,Fantasy,Drama,Mystery,,,,,
12507,8093,Khadak,2006,104,0,0,6.6,5,Drama,,,,,,,
12508,8065,21,2008,123,35000000,69823199,6.5,1406,Drama,Crime,,,,,,
12509,12890,Smart People,2008,95,7000000,10569964,5.8,74,Comedy,Drama,Romance,,,,,
12510,15185,Pierrepoint: The Last Hangman,2005,98,0,0,7.7,16,Drama,,,,,,,
12511,44813,The Hawk Is Dying,2007,112,0,0,5.8,4,Drama,,,,,,,
12513,31421,The Gymnast,2006,96,0,0,7.5,8,Drama,Romance,,,,,,
12514,24411,The Shepherd: Border Patrol,2008,95,0,0,5.1,30,Action,Crime,Thriller,,,,,
12515,4942,Leatherheads,2008,114,58000000,41299492,5.7,131,Comedy,Romance,Drama,,,,,
12516,14044,Assembly,2007,124,16000000,34786960,7.1,35,Action,History,,,,,,
12519,36223,Zebraman,2004,115,0,0,6.8,25,Action,Comedy,Foreign,,,,,
12521,8988,Stop-Loss,2008,113,25000000,11207130,6.1,84,Drama,War,,,,,,
12522,7944,Shine a Light,2008,122,0,0,7.2,45,Documentary,Music,,,,,,
12523,18031,Dark Matter,2007,90,0,0,6.4,16,Drama,,,,,,,
12524,18218,The Business of Being Born,2008,87,0,0,7.3,13,Documentary,,,,,,,
12526,13317,The Aerial,2007,99,0,0,7.1,19,Science Fiction,Drama,,,,,,
12528,28705,Close to Home,2005,98,0,0,6.3,6,Drama,,,,,,,
12529,35760,White Palms,2006,97,0,0,7.4,7,Drama,Foreign,,,,,,
12530,16283,Saawariya,2007,142,0,0,5.5,25,Drama,Foreign,Romance,,,,,
12531,7351,Julia,2008,138,6000000,1300000,7.2,23,Drama,,,,,,,
12532,8281,I Always Wanted to Be a Gangster,2008,108,0,0,7.3,22,Drama,Comedy,Crime,,,,,
12533,99339,Just Anybody,2008,121,0,0,5.0,1,,,,,,,,
12534,8267,The Pope's Toilet,2007,90,0,0,6.8,14,Drama,Comedy,Foreign,,,,,
12535,13312,Inside,2007,79,3000000,0,6.7,152,Horror,,,,,,,
12536,10488,Nim's Island,2008,96,37000000,100076342,5.6,341,Adventure,Comedy,Family,Fantasy,,,,
12537,11152,The Ruins,2008,91,8000000,0,5.6,270,Drama,Horror,,,,,,
12538,15260,Joy Division,2007,93,0,0,7.7,22,Documentary,,,,,,,
12539,18181,Manda Bala (Send a Bullet),2007,85,0,0,5.4,5,Documentary,,,,,,,
12540,9870,Forgetting Sarah Marshall,2008,111,30000000,105173115,6.4,1194,Comedy,Romance,Drama,,,,,
12541,14424,Sex and Death 101,2007,100,0,0,5.6,67,Comedy,Romance,Drama,,,,,
12542,11918,Superhero Movie,2008,85,35000000,25871834,4.9,394,Action,Comedy,Science Fiction,,,,,
12543,1266,Street Kings,2008,109,20000000,65569869,6.3,369,Action,Crime,Drama,Thriller,,,,
12544,12473,The Visitor,2007,104,0,9234510,6.9,132,Crime,Drama,Music,,,,,
12545,13335,Harold & Kumar Escape from Guantanamo Bay,2008,107,12000000,43493123,6.2,508,Comedy,Adventure,,,,,,
12546,8827,99 francs,2007,100,0,0,6.4,211,Drama,Comedy,,,,,,
12547,12156,Private Property,2006,95,0,0,6.4,9,Drama,,,,,,,
12548,7459,Speed Racer,2008,135,120000000,93945766,5.7,359,Action,Family,Science Fiction,,,,,
12549,9997,Gabriel,2007,109,0,0,5.0,77,Fantasy,Horror,Action,Science Fiction,,,,
12550,28704,Diminished Capacity,2008,92,0,0,6.2,3,Action,Comedy,Drama,Thriller,,,,
12551,38376,Nathalie...,2003,105,0,0,6.1,16,Drama,,,,,,,
12552,8319,Chapter 27,2007,84,0,0,5.7,70,Drama,,,,,,,
12554,1729,The Forbidden Kingdom,2008,104,55000000,127906624,6.3,476,Action,Adventure,Fantasy,,,,,
12555,12179,Where in the World Is Osama Bin Laden?,2008,93,0,0,6.4,19,Documentary,,,,,,,
12556,13079,The Life Before Her Eyes,2007,90,8000000,0,6.1,88,Thriller,Drama,Mystery,,,,,
12557,24701,"Puff, Puff, Pass",2006,94,0,0,6.1,12,Comedy,,,,,,,
12559,14324,Virgin Territory,2007,93,38000000,5410749,4.3,75,Adventure,Action,Comedy,Romance,,,,
12560,10503,Happy-Go-Lucky,2008,118,0,18130888,6.4,130,Drama,Comedy,,,,,,
12561,13007,Religulous,2008,101,0,0,7.2,200,Comedy,Documentary,,,,,,
12562,9017,Outpost,2007,90,0,0,6.0,79,Action,Adventure,Horror,,,,,
12563,25119,Are You Scared?,2006,79,0,0,3.5,11,Action,Horror,Thriller,,,,,
12564,53196,Before Flying Back to Earth,2005,52,0,0,6.0,2,Documentary,,,,,,,
12565,38163,Bernard and Doris,2006,103,0,0,6.4,22,Comedy,Drama,,,,,,
12566,13258,Son of Rambow,2007,96,4000000,6870249,6.7,146,Comedy,,,,,,,
12567,14236,Super High Me,2007,89,0,0,5.9,71,Comedy,Documentary,,,,,,
12577,47120,Antares,2004,105,500000,0,5.7,15,Drama,,,,,,,
12578,7861,Outsourced,2006,102,0,0,6.3,58,Comedy,Drama,Romance,,,,,
12579,13018,Deception,2008,107,25000000,17741298,5.7,200,Thriller,,,,,,,
12580,8780,Baby Mama,2008,99,30000000,63833449,5.8,205,Comedy,,,,,,,
12581,10886,The Unknown Woman,2006,118,8000000,0,7.1,49,Drama,Mystery,,,,,,
12582,13650,Delirious,2006,107,0,0,6.7,18,Comedy,Drama,Romance,,,,,
12583,29291,Klimt,2006,131,0,0,5.5,20,Drama,Romance,,,,,,
12584,13359,Expelled: No Intelligence Allowed,2008,90,3500000,7700000,4.1,33,Documentary,,,,,,,
12585,26232,Viva Cuba,2005,93,0,0,7.1,9,Drama,Fantasy,Foreign,Romance,,,,
12586,8617,Prom Night,2008,88,0,14796236,4.8,170,Crime,Horror,,,,,,
12587,6967,The White Massai,2005,131,7000000,0,6.4,18,Drama,,,,,,,
12588,1726,Iron Man,2008,126,140000000,585174222,7.4,8951,Action,Science Fiction,Adventure,,,,,
12589,22194,Possessed,1999,96,0,0,6.0,3,Horror,,,,,,,
12590,10761,Made of Honor,2008,101,40000000,84601681,6.0,410,Comedy,Romance,,,,,,
12591,12400,Redbelt,2008,99,7000000,0,6.4,77,Drama,,,,,,,
12592,16135,Mister Lonely,2008,112,0,0,6.6,21,Comedy,Drama,,,,,,
12593,14000,Anamorph,2007,107,0,0,5.0,49,Crime,Thriller,,,,,,
12594,43664,"The Bread, My Sweet",2001,105,600000,1023156,5.0,6,Drama,Romance,,,,,,
12595,8681,Taken,2008,93,25000000,226830568,7.2,4444,Action,Thriller,,,,,,
12596,16450,Hero Wanted,2008,95,0,0,5.3,36,Action,Adventure,Crime,Drama,Thriller,,,
12597,12198,Flight of the Red Balloon,2007,117,3000000,0,6.1,15,Family,Drama,,,,,,
12598,14784,The Fall,2008,117,0,3669465,7.7,430,Adventure,Fantasy,Drama,,,,,
12599,13001,Stargate: The Ark of Truth,2008,97,7000000,8900000,6.9,143,Adventure,Science Fiction,,,,,,
12600,13412,Walk All Over Me,2007,98,0,0,6.4,9,Crime,Drama,Thriller,,,,,
12601,13162,Blind Dating,2006,99,0,834457,6.0,51,Comedy,,,,,,,
12602,13243,Meet Bill,2007,97,5000000,346592,5.9,89,Comedy,Drama,Romance,,,,,
12603,13008,An American Crime,2007,97,2000000,0,7.3,165,Crime,Drama,,,,,,
12604,9029,What Happens in Vegas,2008,99,35000000,170000000,5.8,949,Comedy,Romance,,,,,,
12605,15957,White Night,2007,100,0,0,5.3,6,Drama,,,,,,,
12606,8277,American Pie Presents: Beta House,2007,88,0,0,5.4,480,Comedy,,,,,,,
12607,17106,Numb,2007,93,0,0,5.3,26,Comedy,Drama,Romance,,,,,
12608,12586,Bella,2006,91,0,0,6.7,37,Drama,Romance,,,,,,
12609,41648,Fiorile,1993,118,0,0,7.0,6,Drama,Foreign,Romance,,,,,
12612,87541,The Unknown Soldier,2006,97,0,0,5.0,1,Drama,History,Documentary,War,Foreign,,,
12613,16042,a/k/a Tommy Chong,2006,84,0,0,7.3,11,Documentary,,,,,,,
12614,2454,The Chronicles of Narnia: Prince Caspian,2008,150,225000000,419651413,6.3,1668,Adventure,Family,Fantasy,,,,,
12615,12197,Reprise,2006,105,0,0,6.8,29,Drama,,,,,,,
12617,25527,The Ron Clark Story,2006,90,0,0,7.0,19,TV Movie,Drama,,,,,,
12618,17483,Shelter,2007,97,0,0,7.8,100,Action,Drama,Romance,,,,,
12619,14530,American Crude,2008,94,0,0,2.4,8,Comedy,,,,,,,
12620,21182,Young @ Heart,2008,107,0,0,7.6,20,Documentary,,,,,,,
12621,13191,"War, Inc.",2008,106,5000000,1296184,5.6,86,Action,Adventure,Comedy,Thriller,,,,
12622,38834,The Year of the Wolf,2007,95,0,0,6.8,4,Drama,,,,,,,
12623,15356,The Girl Next Door,2007,91,0,0,6.5,209,Thriller,Crime,Drama,Horror,,,,
12624,15281,King Corn,2007,88,0,81368,6.8,12,Documentary,,,,,,,
12625,217,Indiana Jones and the Kingdom of the Crystal Skull,2008,122,185000000,786636033,5.7,2558,Adventure,Action,,,,,,
12626,13534,How to Rob a Bank,2007,81,0,0,6.2,35,Action,Comedy,Crime,,,,,
12627,50700,Hey Hey It's Esther Blueburger,2008,103,6000000,0,6.5,4,Comedy,Drama,,,,,,
12629,10120,Blonde and Blonder,2008,95,0,0,4.4,12,Action,Comedy,,,,,,
12630,60676,Wesley Willis: The Daddy of Rock 'n' Roll,2003,59,0,0,0.0,0,Documentary,,,,,,,
12631,22498,Patti Smith: Dream of Life,2008,109,0,0,6.2,8,Documentary,Music,,,,,,
