,movieId,title,genres,release_year,runtime,budget,revenue,vote_average,vote_count,0,1,2,3,4,5,6,7
9309,437,Cube²: Hypercube,"['Thriller', 'Science Fiction', 'Mystery']",2002,94,0,0,5.4,383,Thriller,Science Fiction,Mystery,,,,,
9310,38901,"Milwaukee, Minnesota","['Comedy', 'Drama']",2003,95,0,17350,4.3,2,Comedy,Drama,,,,,,
9311,37712,Pistol Opera,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",2001,112,0,0,6.4,6,Drama,Action,Thriller,Crime,Foreign,,,
9312,37266,Secret Passage,['Drama'],2004,94,0,0,3.0,1,Drama,,,,,,,
9313,14809,Stark Raving Mad,"['Action', 'Comedy', 'Crime']",2002,101,5000000,0,6.2,21,Action,Comedy,Crime,,,,,
9314,27324,Pulse,"['Horror', 'Thriller']",2001,118,0,0,6.1,89,Horror,Thriller,,,,,,
9315,33625,Killing Emmett Young,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2002,104,0,0,6.3,7,Action,Crime,Drama,Mystery,Thriller,,,
9316,35583,The Lost Battalion,"['History', 'Drama', 'War']",2001,92,0,0,6.0,18,History,Drama,War,,,,,
9317,35848,Hukkle,"['Crime', 'Drama', 'Foreign', 'Mystery']",2002,78,0,0,6.6,16,Crime,Drama,Foreign,Mystery,,,,
9318,4592,Carolina,"['Comedy', 'Romance']",2003,97,0,0,5.5,21,Comedy,Romance,,,,,,
9319,71099,Charms For the Easy Life,['Drama'],2002,111,0,0,0.0,0,Drama,,,,,,,
9320,9025,Dog Days,['Drama'],2001,121,0,0,6.7,20,Drama,,,,,,,
9321,2111,Balzac and the Little Chinese Seamstress,"['Drama', 'Foreign']",2002,116,0,0,6.9,20,Drama,Foreign,,,,,,
9322,14752,Dil Chahta Hai,"['Drama', 'Romance']",2001,183,2079000,4099000,7.1,71,Drama,Romance,,,,,,
9323,11178,My Sassy Girl,"['Drama', 'Comedy', 'Romance']",2001,123,0,0,7.3,158,Drama,Comedy,Romance,,,,,
9324,10943,The Gathering,"['Horror', 'Thriller']",2003,92,0,0,5.1,39,Horror,Thriller,,,,,,
9325,125842,Shot in the Heart,['Drama'],2001,98,0,0,6.4,6,Drama,,,,,,,
9326,100973,Deadline,"['Drama', 'Thriller']",2001,128,0,0,5.4,8,Drama,Thriller,,,,,,
9327,23305,The Warrior,"['Adventure', 'Animation', 'Drama', 'Action', 'Foreign']",2001,86,0,0,6.3,15,Adventure,Animation,Drama,Action,Foreign,,,
9328,21707,My Wife Is a Gangster,"['Action', 'Comedy']",2001,110,0,0,6.1,15,Action,Comedy,,,,,,
9329,10981,Nothing,"['Comedy', 'Fantasy', 'Science Fiction']",2003,90,0,0,5.8,38,Comedy,Fantasy,Science Fiction,,,,,
9330,10918,Undertaking Betty,"['Comedy', 'Romance']",2002,94,0,0,6.2,30,Comedy,Romance,,,,,,
9331,30839,Waterboys,['Comedy'],2001,90,0,0,6.0,16,Comedy,,,,,,,
9332,4612,Absolon,['Action'],2003,96,0,0,4.3,24,Action,,,,,,,
9333,36222,Dead or Alive: Final,"['Action', 'Comedy', 'Family', 'Foreign', 'Science Fiction']",2002,89,0,0,5.3,18,Action,Comedy,Family,Foreign,Science Fiction,,,
9334,33068,Hell House,['Documentary'],2001,85,0,0,6.8,13,Documentary,,,,,,,
9335,13984,Fubar,"['Comedy', 'Music']",2002,76,350000,0,5.9,16,Comedy,Music,,,,,,
9336,16184,The Happiness of the Katakuris,"['Horror', 'Comedy', 'Drama']",2001,113,0,0,7.3,47,Horror,Comedy,Drama,,,,,
9337,53244,Sex Is Comedy,"['Comedy', 'Drama']",2002,94,0,0,6.1,10,Comedy,Drama,,,,,,
9338,14868,The Rage in Placid Lake,"['Family', 'Comedy']",2003,89,0,0,6.7,11,Family,Comedy,,,,,,
9339,36353,Stratosphere Girl,"['Drama', 'Foreign', 'Mystery', 'Thriller']",2004,90,0,0,5.3,6,Drama,Foreign,Mystery,Thriller,,,,
9340,97754,My Mother Likes Women,"['Drama', 'Comedy', 'Foreign']",2002,93,0,0,6.1,7,Drama,Comedy,Foreign,,,,,
9341,11427,Dead End,"['Mystery', 'Horror', 'Thriller']",2003,85,0,0,6.6,121,Mystery,Horror,Thriller,,,,,
9342,18072,Pure,['Drama'],2002,96,0,102471,6.6,17,Drama,,,,,,,
9343,4689,Sympathy for Mr. Vengeance,"['Action', 'Drama', 'Thriller']",2002,121,4000000,1954937,7.3,302,Action,Drama,Thriller,,,,,
9344,16209,Jesus Christ Vampire Hunter,"['Action', 'Comedy', 'Horror']",2001,85,0,0,3.9,15,Action,Comedy,Horror,,,,,
9345,45379,Chinese Odyssey 2002,"['Action', 'Comedy', 'Romance']",2002,97,0,0,7.3,10,Action,Comedy,Romance,,,,,
9346,18248,The Foreigner,"['Action', 'Thriller']",2003,96,16700000,0,3.7,41,Action,Thriller,,,,,,
9347,8441,The Man of the Year,"['Drama', 'Crime']",2003,104,0,0,5.8,15,Drama,Crime,,,,,,
9348,12720,Suicide Club,"['Drama', 'Horror', 'Thriller']",2001,99,0,0,6.4,107,Drama,Horror,Thriller,,,,,
9349,21041,The Third Wave,"['Action', 'Thriller']",2003,115,4667404,0,6.2,12,Action,Thriller,,,,,,
9350,5552,Immortal,"['Drama', 'Action', 'Science Fiction']",2004,103,24665810,0,5.8,131,Drama,Action,Science Fiction,,,,,
9351,8325,Tiptoes,"['Comedy', 'Drama', 'Romance']",2003,90,0,0,4.7,21,Comedy,Drama,Romance,,,,,
9352,10077,A Sound of Thunder,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",2005,110,80000000,5989640,4.8,111,Thriller,Science Fiction,Adventure,Action,,,,
9353,11430,The Lion King 1½,"['Animation', 'Comedy', 'Family']",2004,77,0,0,6.3,694,Animation,Comedy,Family,,,,,
9354,31076,Fear and Trembling,"['Drama', 'Comedy', 'Foreign']",2003,107,0,0,6.4,21,Drama,Comedy,Foreign,,,,,
9355,28730,Live from Baghdad,"['Drama', 'Thriller']",2002,108,0,0,6.7,16,Drama,Thriller,,,,,,
9356,40432,Planta 4ª,"['Family', 'Comedy', 'Drama']",2003,100,0,0,7.1,10,Family,Comedy,Drama,,,,,
9357,26955,Oasis,"['Drama', 'Romance']",2002,132,0,0,7.8,44,Drama,Romance,,,,,,
9358,23986,Cremaster 3,['Drama'],2002,182,0,0,6.8,10,Drama,,,,,,,
9359,4326,Herr Lehmann,"['Comedy', 'Drama']",2003,105,0,0,6.9,31,Comedy,Drama,,,,,,
9360,16132,Twin Sisters,"['Romance', 'Drama', 'History']",2002,137,0,0,6.8,25,Romance,Drama,History,,,,,
9361,36730,My House in Umbria,"['Drama', 'Mystery']",2003,103,0,0,5.6,11,Drama,Mystery,,,,,,
9362,55496,Upswing,['Comedy'],2003,98,0,0,6.7,12,Comedy,,,,,,,
9363,30806,Out for a Kill,"['Action', 'Thriller']",2003,90,14000000,0,4.2,38,Action,Thriller,,,,,,
9364,20164,Bad Boys,"['Action', 'Drama', 'Comedy']",2003,120,0,0,5.8,16,Action,Drama,Comedy,,,,,
9365,38970,"Remember Me, My Love","['Drama', 'Comedy', 'Romance']",2003,125,0,0,5.8,47,Drama,Comedy,Romance,,,,,
9366,32526,Soldier's Girl,"['Drama', 'Romance', 'Crime']",2003,112,0,0,6.9,27,Drama,Romance,Crime,,,,,
9367,26491,Tipping the Velvet,"['Drama', 'Romance']",2002,178,0,0,7.3,12,Drama,Romance,,,,,,
9368,15271,Bright Young Things,['Comedy'],2003,106,0,0,6.1,22,Comedy,,,,,,,
9369,45572,Resurrection of The Little Match Girl,"['Action', 'Comedy', 'Science Fiction']",2002,123,0,0,5.3,6,Action,Comedy,Science Fiction,,,,,
9370,22076,Alien Hunter,['Science Fiction'],2003,100,7000000,0,4.7,39,Science Fiction,,,,,,,
9371,16973,Love Object,"['Comedy', 'Drama', 'Horror', 'Romance', 'Thriller']",2003,88,0,0,5.8,31,Comedy,Drama,Horror,Romance,Thriller,,,
9372,55931,The Animatrix,"['Animation', 'Science Fiction']",2003,102,5000000,0,6.9,433,Animation,Science Fiction,,,,,,
9373,12703,The Brown Bunny,['Drama'],2004,93,10000000,0,5.5,63,Drama,,,,,,,
9374,32250,Ju-on: The Curse,['Horror'],2000,70,4000000,0,7.0,57,Horror,,,,,,,
9375,44203,Ju-on: The Curse 2,['Horror'],2000,76,0,0,5.9,36,Horror,,,,,,,
9376,46814,Elina: As If I Wasn't There,"['Drama', 'Family']",2003,77,0,0,6.0,5,Drama,Family,,,,,,
9377,9282,11:14,"['Crime', 'Drama', 'Thriller']",2003,86,6000000,0,6.8,211,Crime,Drama,Thriller,,,,,
9378,5844,Alive,"['Action', 'Drama', 'Science Fiction', 'Thriller', 'Horror']",2002,119,0,0,6.2,11,Action,Drama,Science Fiction,Thriller,Horror,,,
9379,61485,Springtime in a Small Town,"['Drama', 'Romance']",2002,116,0,0,6.2,6,Drama,Romance,,,,,,
9380,10891,Tremors 4: The Legend Begins,"['Action', 'Comedy', 'Horror', 'Western']",2004,101,5000000,0,5.4,108,Action,Comedy,Horror,Western,,,,
9381,25334,Wondrous Oblivion,"['Drama', 'Foreign']",2004,106,0,0,0.0,0,Drama,Foreign,,,,,,
9382,12540,Bring It On Again,['Comedy'],2004,90,0,0,5.3,93,Comedy,,,,,,,
9383,60672,Crimson Rivers II: Angels of the Apocalypse,"['Action', 'Thriller', 'Crime']",2004,97,0,0,6.0,166,Action,Thriller,Crime,,,,,
9384,24241,And Starring Pancho Villa as Himself,"['Drama', 'History', 'War', 'Western']",2003,112,0,0,5.2,6,Drama,History,War,Western,,,,
9385,11556,Nicotina,"['Drama', 'Action', 'Comedy', 'Thriller']",2003,93,0,0,6.2,16,Drama,Action,Comedy,Thriller,,,,
9386,49007,Iron Jawed Angels,['Drama'],2004,125,0,0,6.7,21,Drama,,,,,,,
9387,11197,Evil,['Drama'],2003,113,0,0,6.9,96,Drama,,,,,,,
9388,14245,Sniper 2,['Action'],2002,97,5000000,0,5.4,30,Action,,,,,,,
9389,27079,High Roller: The Stu Ungar Story,"['Drama', 'Action']",2003,120,0,0,10.0,1,Drama,Action,,,,,,
9390,3177,Battle Royale II: Requiem,"['Action', 'Thriller']",2003,155,9000000,0,4.9,115,Action,Thriller,,,,,,
9391,19277,In Hell,"['Action', 'Drama', 'Thriller']",2003,96,0,0,5.6,79,Action,Drama,Thriller,,,,,
9392,11774,Lemony Snicket's A Series of Unfortunate Events,"['Adventure', 'Comedy', 'Family']",2004,108,140000000,209073645,6.7,1521,Adventure,Comedy,Family,,,,,
9393,10855,Naked Weapon,"['Action', 'Drama', 'Thriller']",2002,90,0,0,5.8,50,Action,Drama,Thriller,,,,,
9394,16765,Bukowski - Born into This,['Documentary'],2003,138,0,0,7.9,15,Documentary,,,,,,,
9395,4972,The Green Butchers,['Comedy'],2003,100,0,0,7.4,64,Comedy,,,,,,,
9396,54764,Pearls and Pigs,['Comedy'],2003,107,0,0,6.1,10,Comedy,,,,,,,
9397,120360,An Injury to One,['Documentary'],2002,53,0,0,7.0,1,Documentary,,,,,,,
9398,20162,Addiction - When Nothing Is Enough,"['Drama', 'Romance']",2004,98,0,0,4.1,8,Drama,Romance,,,,,,
9399,2841,A Very Long Engagement,['Drama'],2004,133,47000000,0,7.1,352,Drama,,,,,,,
9400,11606,Last Life in the Universe,"['Drama', 'Action', 'Thriller']",2003,112,0,0,7.3,44,Drama,Action,Thriller,,,,,
9401,189332,The Galíndez File,['Thriller'],2003,0,0,0,5.5,2,Thriller,,,,,,,
9402,363,Head-On,"['Drama', 'Romance']",2004,121,0,11030861,7.3,111,Drama,Romance,,,,,,
9403,12140,Ghost in the Shell 2: Innocence,"['Animation', 'Drama', 'Science Fiction']",2004,100,0,9789651,7.3,230,Animation,Drama,Science Fiction,,,,,
9404,4254,Kal Ho Naa Ho,"['Comedy', 'Drama']",2003,186,0,13200241,7.3,110,Comedy,Drama,,,,,,
9405,15370,The Cat Returns,"['Adventure', 'Fantasy', 'Animation', 'Drama', 'Family']",2002,75,0,522911,7.2,364,Adventure,Fantasy,Animation,Drama,Family,,,
9406,16635,In My Country,"['Romance', 'Drama']",2004,103,12000000,163536,7.1,7,Romance,Drama,,,,,,
9407,23520,Unstoppable,"['Action', 'Drama', 'Thriller']",2004,96,0,0,4.9,28,Action,Drama,Thriller,,,,,
9408,1418,Take My Eyes,['Drama'],2003,109,0,0,6.9,46,Drama,,,,,,,
9409,15990,The Cathedral,"['Science Fiction', 'Animation']",2002,6,0,0,7.4,16,Science Fiction,Animation,,,,,,
9410,11492,Blind Shaft,"['Drama', 'Thriller']",2003,92,0,0,7.6,12,Drama,Thriller,,,,,,
9411,12496,The Twilight Samurai,"['Action', 'Drama', 'Romance']",2002,129,5000000,7338987,7.5,95,Action,Drama,Romance,,,,,
9412,17457,The Twins Effect,"['Action', 'Comedy', 'Horror']",2003,107,0,0,5.5,35,Action,Comedy,Horror,,,,,
9413,22618,Far Side of the Moon,"['Drama', 'Comedy']",2003,105,0,0,7.4,9,Drama,Comedy,,,,,,
9414,29987,Facing Windows,"['Drama', 'Romance']",2003,106,0,15530077,7.0,54,Drama,Romance,,,,,,
9415,10361,Ginger Snaps 2: Unleashed,"['Drama', 'Horror']",2004,94,0,0,6.2,72,Drama,Horror,,,,,,
9416,36763,Salem's Lot,"['Horror', 'Drama', 'Mystery', 'Thriller']",2004,181,0,0,5.5,54,Horror,Drama,Mystery,Thriller,,,,
9417,41070,Dark Woods,"['Adventure', 'Horror', 'Mystery', 'Thriller']",2003,82,0,0,5.9,28,Adventure,Horror,Mystery,Thriller,,,,
9418,14527,Foolproof,['Action'],2003,97,8256269,460978,6.3,49,Action,,,,,,,
9419,12542,Belly of the Beast,"['Action', 'Thriller']",2003,91,14000000,0,4.8,38,Action,Thriller,,,,,,
9420,32276,"Easy Riders, Raging Bulls",['Documentary'],2003,119,0,0,7.3,14,Documentary,,,,,,,
9421,100594,The Book of Fate,"['Action', 'Horror', 'Science Fiction']",2003,0,0,0,3.5,2,Action,Horror,Science Fiction,,,,,
9422,14455,When the Last Sword Is Drawn,"['Action', 'Drama', 'History']",2003,137,0,0,7.5,30,Action,Drama,History,,,,,
9423,25757,Comic Book: The Movie,"['Action', 'Comedy', 'Thriller']",2004,106,0,0,6.0,2,Action,Comedy,Thriller,,,,,
9424,24092,2LDK,"['Comedy', 'Drama', 'Horror', 'Thriller']",2003,70,0,0,7.1,18,Comedy,Drama,Horror,Thriller,,,,
9425,20357,Trauma,"['Drama', 'Mystery', 'Thriller', 'Horror']",2004,94,0,0,5.2,17,Drama,Mystery,Thriller,Horror,,,,
9426,21200,Intimate Strangers,"['Drama', 'Romance']",2004,104,0,0,5.8,17,Drama,Romance,,,,,,
9427,40876,Down to the Bone,"['Drama', 'Romance']",2004,104,0,0,6.5,11,Drama,Romance,,,,,,
9428,95536,A Talking Picture,"['War', 'Comedy', 'Drama', 'History']",2003,96,0,0,7.4,7,War,Comedy,Drama,History,,,,
9429,11838,Ju-on: The Grudge,['Horror'],2002,92,3500000,0,6.7,199,Horror,,,,,,,
9430,670,Oldboy,"['Drama', 'Thriller', 'Mystery', 'Action']",2003,120,3000000,14980005,8.0,2000,Drama,Thriller,Mystery,Action,,,,
9431,25500,Red Lights,"['Thriller', 'Mystery', 'Crime']",2004,105,0,0,5.3,9,Thriller,Mystery,Crime,,,,,
9432,85873,GhostWatcher,"['Horror', 'Mystery', 'Science Fiction']",2002,90,0,0,4.0,3,Horror,Mystery,Science Fiction,,,,,
9433,12583,Ginger Snaps Back: The Beginning,"['Drama', 'Horror']",2004,94,0,0,6.0,54,Drama,Horror,,,,,,
9434,21513,Moon Child,"['Horror', 'Action', 'Thriller', 'Science Fiction', 'Foreign']",2003,120,0,0,5.6,9,Horror,Action,Thriller,Science Fiction,Foreign,,,
9435,12608,Illusive Tracks,"['Comedy', 'Thriller']",2003,100,0,0,5.5,10,Comedy,Thriller,,,,,,
9436,14190,The Black Lapp,"['Comedy', 'Foreign', 'Crime', 'Drama']",2003,87,0,0,5.5,6,Comedy,Foreign,Crime,Drama,,,,
9437,49681,Lost Embrace,"['Drama', 'Foreign']",2004,99,0,0,5.9,10,Drama,Foreign,,,,,,
9438,9694,One Missed Call,"['Horror', 'Thriller']",2003,112,0,0,5.8,100,Horror,Thriller,,,,,,
9439,12802,Goldfish Memory,"['Comedy', 'Drama', 'Romance']",2003,85,1200000,0,6.2,6,Comedy,Drama,Romance,,,,,
9440,22537,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,"['Action', 'Animation', 'Adventure', 'Fantasy']",2002,99,0,0,6.6,15,Action,Animation,Adventure,Fantasy,,,,
9441,9667,The Jacket,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",2005,103,29000000,21126225,6.8,459,Drama,Mystery,Thriller,Fantasy,,,,
9442,13373,Millions,"['Comedy', 'Crime', 'Drama']",2005,98,0,6584159,6.3,106,Comedy,Crime,Drama,,,,,
9443,37209,The Saddest Music in the World,"['Comedy', 'Drama', 'Fantasy', 'Music']",2003,100,0,0,7.9,18,Comedy,Drama,Fantasy,Music,,,,
9444,10304,Starship Troopers 2: Hero of the Federation,"['Adventure', 'Horror', 'Action', 'Science Fiction']",2004,88,7000000,0,3.8,176,Adventure,Horror,Action,Science Fiction,,,,
9445,40823,The Man Who Copied,"['Romance', 'Comedy', 'Drama']",2003,123,0,0,7.0,60,Romance,Comedy,Drama,,,,,
9446,9666,Ju-on: The Grudge 2,"['Horror', 'Thriller']",2003,95,0,0,6.5,73,Horror,Thriller,,,,,,
9447,13371,Sex Lives of the Potato Men,['Comedy'],2004,82,0,0,5.1,10,Comedy,,,,,,,
9448,11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"['Science Fiction', 'Music', 'Animation']",2003,68,0,0,7.4,79,Science Fiction,Music,Animation,,,,,
9449,9316,Ong-Bak: The Thai Warrior,"['Action', 'Thriller']",2003,105,0,15,7.0,556,Action,Thriller,,,,,,
9450,11647,Infernal Affairs II,"['Drama', 'Action', 'Thriller', 'Crime']",2003,119,0,0,7.2,108,Drama,Action,Thriller,Crime,,,,
9451,1913,The Sea Inside,['Drama'],2004,125,12806000,38535221,7.2,224,Drama,,,,,,,
9452,45693,Lucky 7,"['Romance', 'Comedy']",2003,112,0,0,4.9,18,Romance,Comedy,,,,,,
9453,2539,Spanglish,['Comedy'],2004,130,80000000,55041367,5.8,375,Comedy,,,,,,,
9454,15177,Buddy,"['Comedy', 'Drama', 'Foreign', 'Romance']",2003,104,0,0,6.4,7,Comedy,Drama,Foreign,Romance,,,,
9455,14770,Festival Express,"['Documentary', 'History', 'Music']",2003,90,0,0,6.7,7,Documentary,History,Music,,,,,
9456,5528,The Chorus,['Drama'],2004,96,0,0,7.5,553,Drama,,,,,,,
9457,10105,Saints and Soldiers,"['Action', 'Adventure', 'Drama', 'History', 'War']",2003,90,780000,0,6.6,98,Action,Adventure,Drama,History,War,,,
9458,38398,Just Bea,"['Comedy', 'Romance']",2004,86,0,0,6.5,3,Comedy,Romance,,,,,,
9459,1114,The Weeping Camel,"['Documentary', 'Drama']",2003,91,0,0,7.8,42,Documentary,Drama,,,,,,
9460,179,The Interpreter,"['Crime', 'Thriller']",2005,128,80000000,162944923,6.2,400,Crime,Thriller,,,,,,
9461,83,Open Water,"['Drama', 'Thriller']",2004,79,130000,54667954,5.3,320,Drama,Thriller,,,,,,
9462,12653,Romasanta,"['Action', 'Horror']",2004,90,4500000,0,5.4,21,Action,Horror,,,,,,
9463,32233,Running on Karma,"['Thriller', 'Action', 'Drama']",2003,93,0,0,6.4,20,Thriller,Action,Drama,,,,,
9464,55177,Touch of Pink,['Comedy'],2004,91,0,0,5.7,12,Comedy,,,,,,,
9465,14310,Infernal Affairs III,"['Crime', 'Drama', 'Action']",2003,118,0,0,7.0,76,Crime,Drama,Action,,,,,
9466,24860,The Memory Of A Killer,"['Crime', 'Drama', 'Thriller', 'Action']",2003,123,0,0,6.4,31,Crime,Drama,Thriller,Action,,,,
9467,26766,Slasher,['Documentary'],2004,85,0,0,6.6,5,Documentary,,,,,,,
9468,24747,Bobby Jones: Stroke of Genius,['Drama'],2004,120,0,0,5.5,19,Drama,,,,,,,
9469,4836,Layer Cake,"['Drama', 'Thriller', 'Crime']",2004,105,6500000,11850214,7.0,565,Drama,Thriller,Crime,,,,,
9470,18711,Silver City,"['Comedy', 'Drama', 'Mystery', 'Thriller']",2004,128,0,0,6.3,13,Comedy,Drama,Mystery,Thriller,,,,
9471,11190,The Return,"['Thriller', 'Drama', 'Mystery']",2003,105,0,0,7.4,102,Thriller,Drama,Mystery,,,,,
9472,37918,The Agronomist,['Documentary'],2003,90,0,0,5.6,7,Documentary,,,,,,,
9473,11866,Flight of the Phoenix,"['Action', 'Adventure', 'Drama', 'Thriller']",2004,113,45000000,21009180,5.7,282,Action,Adventure,Drama,Thriller,,,,
9474,12281,Mean Creek,"['Crime', 'Drama']",2004,90,500000,603943,6.9,110,Crime,Drama,,,,,,
9475,10320,The Ring Two,"['Drama', 'Horror', 'Thriller']",2005,110,50000000,161451538,5.5,646,Drama,Horror,Thriller,,,,,
9476,16427,A Day Without a Mexican,['Comedy'],2004,100,0,0,5.0,16,Comedy,,,,,,,
9477,30973,The Visual Bible: The Gospel of John,"['Drama', 'History']",2003,125,10000000,4069090,8.2,12,Drama,History,,,,,,
9478,12086,Machuca,"['Drama', 'Foreign']",2004,121,1500000,0,7.5,37,Drama,Foreign,,,,,,
9479,11420,The Corporation,['Documentary'],2003,145,0,4500000,7.6,75,Documentary,,,,,,,
9480,57337,Game Over: Kasparov and the Machine,"['Documentary', 'Foreign']",2003,90,0,0,6.7,9,Documentary,Foreign,,,,,,
9481,81792,Vibrator,"['Drama', 'Romance', 'Foreign']",2003,95,0,0,6.0,12,Drama,Romance,Foreign,,,,,
9482,3396,The Yes Men,"['Comedy', 'Documentary']",2003,80,0,0,7.0,28,Comedy,Documentary,,,,,,
9483,1404,Ae Fond Kiss...,['Drama'],2004,104,0,0,6.2,21,Drama,,,,,,,
9484,62276,Bummer,"['Action', 'Crime']",2003,110,700000,1600000,6.0,18,Action,Crime,,,,,,
9485,464,As It Is in Heaven,"['Romance', 'Drama', 'Comedy', 'Music']",2004,132,0,0,7.0,43,Romance,Drama,Comedy,Music,,,,
9486,40974,Green Tea,"['Drama', 'Foreign', 'Romance']",2003,83,0,0,7.4,5,Drama,Foreign,Romance,,,,,
9487,59196,Lost Boys of Sudan,['Documentary'],2003,87,0,0,7.7,3,Documentary,,,,,,,
9488,20912,She Hate Me,"['Comedy', 'Drama']",2004,138,8000000,365134,5.1,29,Comedy,Drama,,,,,,
9489,5889,Azumi,"['Adventure', 'Drama', 'Action', 'Thriller', 'Romance']",2003,128,0,0,6.5,91,Adventure,Drama,Action,Thriller,Romance,,,
9490,1126,In My Father's Den,"['Drama', 'Thriller']",2004,126,0,0,7.5,26,Drama,Thriller,,,,,,
9491,10296,The Football Factory,['Drama'],2004,91,0,0,6.5,83,Drama,,,,,,,
9492,11658,Tae Guk Gi: The Brotherhood of War,"['Action', 'Adventure', 'Drama', 'History', 'War']",2004,140,0,15,7.4,134,Action,Adventure,Drama,History,War,,,
9493,20544,Something the Lord Made,"['TV Movie', 'Drama']",2004,110,0,0,7.5,38,TV Movie,Drama,,,,,,
9494,11401,Metallica: Some Kind of Monster,"['Documentary', 'Music']",2004,141,0,0,6.7,49,Documentary,Music,,,,,,
9495,19423,Going the Distance,['Comedy'],2004,93,0,0,5.4,20,Comedy,,,,,,,
9496,31781,Redemption: The Stan Tookie Williams Story,"['Crime', 'Drama']",2004,95,0,0,5.7,17,Crime,Drama,,,,,,
9497,9483,Schultze Gets the Blues,"['Comedy', 'Drama', 'Foreign']",2003,114,0,0,6.4,14,Comedy,Drama,Foreign,,,,,
9498,1392,Born into Brothels,['Documentary'],2004,85,350000,3515061,6.7,61,Documentary,,,,,,,
9499,1843,Dig!,"['Documentary', 'Music']",2004,107,0,127067,7.2,20,Documentary,Music,,,,,,
9500,33102,The Girl from Monday,"['Action', 'Comedy', 'Science Fiction']",2005,84,0,0,3.3,3,Action,Comedy,Science Fiction,,,,,
9501,291,Riding Giants,['Documentary'],2004,105,2600000,3166000,7.6,23,Documentary,,,,,,,
9502,88138,Dear Pillow,['Drama'],2004,84,0,0,7.0,1,Drama,,,,,,,
9503,28105,Word Wars,['Documentary'],2004,80,0,0,6.1,7,Documentary,,,,,,,
9504,5460,Cruel Intentions 3,"['Drama', 'Thriller', 'Romance']",2004,85,0,0,4.3,46,Drama,Thriller,Romance,,,,,
9505,51363,When Will I Be Loved,"['Drama', 'Thriller', 'Romance']",2004,81,0,159429,4.2,12,Drama,Thriller,Romance,,,,,
9506,16843,11:11,['Horror'],2004,0,0,0,2.7,15,Horror,,,,,,,
9507,4896,Muxmäuschenstill,"['Comedy', 'Drama']",2004,90,40000,0,7.1,7,Comedy,Drama,,,,,,
9508,8357,What the #$*! Do We (K)now!?,['Documentary'],2004,109,0,10000000,5.8,34,Documentary,,,,,,,
9509,24674,The Eye 2,"['Thriller', 'Horror']",2004,95,0,0,5.5,27,Thriller,Horror,,,,,,
9510,3509,A Scanner Darkly,"['Animation', 'Science Fiction', 'Thriller']",2006,100,8700000,7659918,6.8,540,Animation,Science Fiction,Thriller,,,,,
9511,11662,Casshern,"['Drama', 'Horror', 'Science Fiction']",2004,141,6000000,1530216,5.7,74,Drama,Horror,Science Fiction,,,,,
9512,10103,Windstruck,"['Comedy', 'Drama']",2004,123,0,5331377,7.2,33,Comedy,Drama,,,,,,
9513,33150,Howard Zinn: You Can't Be Neutral on a Moving Train,['Documentary'],2004,78,0,0,6.8,7,Documentary,,,,,,,
9514,13372,Outfoxed: Rupert Murdoch's War on Journalism,['Documentary'],2004,74,0,0,6.9,21,Documentary,,,,,,,
9515,36678,"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",['Documentary'],2004,68,0,0,5.6,5,Documentary,,,,,,,
9516,21754,Fahrenhype 9/11,['Documentary'],2004,80,0,0,3.0,2,Documentary,,,,,,,
9517,23319,Jerry Seinfeld: I'm Telling You for the Last Time,['Comedy'],1998,75,0,0,7.4,18,Comedy,,,,,,,
9518,41171,Noel,"['Drama', 'Romance']",2004,96,0,0,5.7,53,Drama,Romance,,,,,,
9519,23592,In Enemy Hands,"['Action', 'Drama', 'War', 'Thriller']",2005,94,5400000,0,6.0,28,Action,Drama,War,Thriller,,,,
9520,47614,Sexual Dependency,"['Drama', 'Foreign', 'Romance']",2003,104,0,0,5.3,3,Drama,Foreign,Romance,,,,,
9522,70,Million Dollar Baby,['Drama'],2004,132,30000000,216763646,7.7,2519,Drama,,,,,,,
9527,12487,Gozu,"['Action', 'Crime', 'Thriller', 'Horror']",2003,130,0,0,7.2,57,Action,Crime,Thriller,Horror,,,,
9528,56616,"Goodbye, Dragon Inn","['Comedy', 'Drama', 'Foreign']",2003,82,0,0,6.9,18,Comedy,Drama,Foreign,,,,,
9529,205,Hotel Rwanda,"['Drama', 'History', 'War']",2004,121,17500000,38000000,7.5,805,Drama,History,War,,,,,
9531,46761,Sitcom,"['Comedy', 'Drama', 'Thriller']",1998,80,0,0,6.4,27,Comedy,Drama,Thriller,,,,,
9535,12597,Hellraiser: Inferno,"['Crime', 'Horror', 'Thriller', 'Mystery']",2000,99,2000000,0,5.3,101,Crime,Horror,Thriller,Mystery,,,,
9536,118,Charlie and the Chocolate Factory,"['Adventure', 'Comedy', 'Family', 'Fantasy']",2005,115,150000000,474968763,6.7,3759,Adventure,Comedy,Family,Fantasy,,,,
9537,113213,Auggie Rose,"['Drama', 'Mystery', 'Thriller']",2000,109,0,0,6.5,4,Drama,Mystery,Thriller,,,,,
